CompAA_nuCelprot,hydrophathy_index_,NEIG_index,KD_Hydrophobicity,Modified_KD_hydrophob_scale,solubility_index,Partition_coeff,basic_aa_count,charge_value,positive_charge,Polarity,nHbondDonors,instability_index,pI,8AcontactNumber,percentExposedResidues,FreeEnergySolutionWater,pK(_COOH),SideChainHydropathyCorrectSolvation,Avrg_FlexibilityIndices,peptide_disorder_percentage,Citrullination_aa_count,msd
6.677777778,0.322222222,50.36555556,2.9,-0.044444444,0.322222222,-2.663333333,2,0.937929386,0.222222222,11.89111111,0.555555556,43.31111111,6.763333333,0.166666667,29.33333333,-0.645777778,2.071111111,-0.543333333,0.412555556,33.33333333,1,1
6.611111111,-0.388888889,49.92777778,-3.5,-0.653333333,-0.388888889,-2.567777778,2,1.284838246,0.222222222,12.49555556,1.222222222,21.91111111,6.981111111,0.082222222,37.11111111,-0.126777778,1.995555556,-0.072222222,0.431777778,22.22222222,2,1
6.077777778,0.2,50.16,1.8,0.046666667,0.2,-2.388888889,1,0.284863365,0.111111111,6.907777778,0.777777778,76.33333333,6.481111111,0.138888889,34.55555556,-0.175777778,2.083333333,-0.866666667,0.432777778,33.33333333,1,1
6.066666667,-0.1,50.24222222,-0.9,-0.355555556,-0.1,-2.657777778,1,0.530418789,0.111111111,6.696666667,0.666666667,92.13333333,6.358888889,0.095555556,30.55555556,0.414444444,1.97,-0.567777778,0.427555556,44.44444444,1,1
5.866666667,0.288888889,51.34666667,2.6,0.288888889,0.288888889,-2.733333333,1,0.235856629,0.111111111,7.012222222,0.777777778,136.7333333,6.211111111,0.27,28,0.586111111,1.966666667,-0.601111111,0.436888889,44.44444444,1,1
5.411111111,-0.066666667,51.23666667,-0.6,-0.152222222,-0.066666667,-2.694444444,2,1.530418789,0.222222222,12.26555556,1.111111111,-0.544444444,6.723333333,0.268888889,33,0.6,2.071111111,-0.223333333,0.424555556,44.44444444,1,1
5.411111111,-0.066666667,51.23666667,-0.6,-0.152222222,-0.066666667,-2.694444444,2,1.530418789,0.222222222,12.26555556,1.111111111,-0.544444444,6.723333333,0.268888889,33,0.6,2.071111111,-0.223333333,0.424555556,44.44444444,1,1
5.411111111,-0.066666667,51.23666667,-0.6,-0.152222222,-0.066666667,-2.694444444,2,1.530418789,0.222222222,12.26555556,1.111111111,-0.544444444,6.723333333,0.268888889,33,0.6,2.071111111,-0.223333333,0.424555556,44.44444444,1,1
6.733333333,1.444444444,52.96888889,13,1.206666667,1.444444444,-2.518888889,2,1.523100585,0.222222222,11.62777778,0.888888889,20.85555556,7.034444444,0.625555556,25.66666667,-0.031,2.075555556,-0.514444444,0.429777778,0,2,1
5.3,-0.177777778,51.08,-1.6,-0.384444444,-0.177777778,-2.603333333,2,1.284838246,0.222222222,12.19888889,1.111111111,54.72222222,6.863333333,0.181111111,29.33333333,0.088666667,1.941111111,-0.047777778,0.438666667,11.11111111,2,1
6.044444444,0.011111111,51.25333333,0.1,-0.248888889,0.011111111,-2.534444444,2,1.284838246,0.222222222,12.36888889,1.222222222,136.1777778,6.971111111,0.355555556,31.88888889,0.184666667,2.061111111,-0.13,0.401777778,22.22222222,2,1
5.622222222,-0.411111111,50.60333333,-3.7,-0.575555556,-0.411111111,-2.82,3,0.630680632,0.333333333,17.48333333,0.777777778,-14.15555556,6.777777778,0.122222222,25.11111111,-0.167888889,2.022222222,0.008888889,0.425222222,33.33333333,1,1
5.055555556,-0.988888889,50.67111111,-8.9,-1.06,-0.988888889,-2.608888889,2,1.554897038,0.222222222,12.78333333,1.555555556,-5.2,6.84,0.115555556,37.22222222,0.723111111,1.956666667,0.16,0.444777778,44.44444444,2,1
5.833333333,0.344444444,51.49444444,3.1,0.091111111,0.344444444,-2.722222222,1,0.284863365,0.111111111,6.184444444,0.555555556,50.02222222,6.473333333,0.31,19.77777778,-0.076,2.206666667,-0.462222222,0.429,11.11111111,1,1
7.166666667,0.488888889,50.01888889,4.4,0.188888889,0.488888889,-2.657777778,1,0.557427749,0.111111111,6.376666667,0.666666667,21.91111111,6.428888889,0.016666667,27.44444444,-0.307555556,2.076666667,-0.716666667,0.415444444,22.22222222,1,1
7.611111111,0.333333333,49.67333333,3,0.066666667,0.333333333,-2.711111111,1,-0.44145149,0.111111111,11.71222222,0.666666667,71,6.211111111,0.057777778,30.44444444,-0.184111111,2.141111111,-0.354444444,0.429333333,33.33333333,1,1
6.755555556,-0.388888889,48.90777778,-3.5,-0.644444444,-0.388888889,-2.758888889,1,0.60777718,0.111111111,6.722222222,0.777777778,94.48888889,6.426666667,-0.247777778,32.55555556,-0.634444444,2.008888889,-0.547777778,0.441111111,33.33333333,1,1
6.4,-0.966666667,49.03444444,-8.7,-1.164444444,-0.966666667,-2.832222222,2,-0.295997258,0.222222222,17.43,0.777777778,-26.73333333,6.383333333,-0.1,31.55555556,-0.205333333,2.073333333,0.1,0.456888889,33.33333333,1,1
7.322222222,1.355555556,51.55111111,12.2,0.9,1.355555556,-2.757777778,1,0.60777718,0.111111111,5.991111111,0.555555556,8.888888889,6.482222222,0.334444444,22.44444444,-0.229777778,2.18,-0.471111111,0.392222222,0,1,1
6.822222222,-0.988888889,49.01,-8.9,-1.347777778,-0.988888889,-3.006666667,2,1.552416564,0.222222222,11.63222222,0.777777778,60.87777778,6.93,-0.136666667,33.11111111,-0.074555556,2.138888889,0.471111111,0.474444444,33.33333333,1,1
5.844444444,1.411111111,51.60222222,12.7,1.276666667,1.411111111,-2.336666667,1,0.530443907,0.111111111,6.106666667,0.333333333,8.888888889,6.238888889,0.402222222,26.44444444,0.613666667,2.125555556,-1.537777778,0.394666667,22.22222222,0,1
4.588888889,0.277777778,51.33888889,2.5,0.214444444,0.277777778,-2.505555556,2,0.294505964,0.222222222,12.38444444,0.777777778,54.93333333,6.368888889,0.43,33.33333333,0.946666667,2.141111111,-0.362222222,0.394777778,44.44444444,0,1
6.5,-0.655555556,47.92111111,-5.9,-0.705555556,-0.655555556,-2.661111111,1,-0.443931964,0.111111111,11.81888889,0.555555556,20.85555556,6.036666667,-0.323333333,36.66666667,-0.181,2.132222222,-0.648888889,0.461666667,55.55555556,0,1
5.133333333,1.655555556,52.04555556,14.9,1.554444444,1.655555556,-2.308888889,1,0.28238289,0.111111111,6.251111111,0.444444444,70.31111111,6.283333333,0.473333333,27.33333333,0.400777778,2.273333333,-1.075555556,0.386111111,22.22222222,0,1
6.644444444,-0.511111111,49.21555556,-4.6,-0.701111111,-0.511111111,-2.943333333,2,0.226640718,0.222222222,17.37444444,1,8.888888889,6.351111111,-0.117777778,34.55555556,0.537333333,1.994444444,0.171111111,0.432666667,44.44444444,1,1
6.577777778,-0.5,48.71333333,-4.5,-0.553333333,-0.5,-2.714444444,2,1.552441682,0.222222222,12.19777778,1.111111111,38.74444444,6.671111111,-0.107777778,43.55555556,0.386555556,2.227777778,0.068888889,0.442777778,55.55555556,0,1
5.3,-0.077777778,49.58888889,-0.7,-0.232222222,-0.077777778,-2.473333333,1,0.279877297,0.111111111,6.643333333,0.666666667,84.71222222,6.245555556,0.027777778,35.55555556,0.646555556,2.161111111,-0.578888889,0.407,44.44444444,0,1
5.3,-0.077777778,49.58888889,-0.7,-0.232222222,-0.077777778,-2.473333333,1,0.279877297,0.111111111,6.643333333,0.666666667,84.71222222,6.245555556,0.027777778,35.55555556,0.646555556,2.161111111,-0.578888889,0.407,44.44444444,0,1
5.3,-0.077777778,49.58888889,-0.7,-0.232222222,-0.077777778,-2.473333333,1,0.279877297,0.111111111,6.643333333,0.666666667,84.71222222,6.245555556,0.027777778,35.55555556,0.646555556,2.161111111,-0.578888889,0.407,44.44444444,0,1
5.188888889,0.244444444,49.73666667,2.2,0.197777778,0.244444444,-2.385555556,2,1.279877297,0.222222222,11.94555556,0.777777778,15.77777778,6.607777778,0.051111111,37,0.501333333,2.176666667,-0.65,0.385888889,33.33333333,0,1
3.922222222,0.533333333,51.26444444,4.8,0.51,0.533333333,-2.244444444,2,0.589068123,0.222222222,11.93333333,0.666666667,48.27777778,6.315555556,0.263333333,29.77777778,1.105666667,2.047777778,-0.995555556,0.382333333,44.44444444,0,1
5.266666667,1.466666667,52.27555556,13.2,1.423333333,1.466666667,-2.318888889,1,0.181383436,0.111111111,6.337777778,0.555555556,8.888888889,6.162222222,0.535555556,27.55555556,1.029222222,2.143333333,-1.275555556,0.396111111,22.22222222,0,1
5.3,-0.288888889,50.04444444,-2.6,-0.335555556,-0.288888889,-2.677777778,3,1.564564756,0.333333333,17.47222222,0.777777778,54.51111111,6.866666667,0.042222222,38.22222222,0.372,2.094444444,-0.455555556,0.442777778,55.55555556,0,1
6.322222222,-0.6,48.45888889,-5.4,-0.812222222,-0.6,-2.904444444,1,0.205886804,0.111111111,6.597777778,0.777777778,8.888888889,6.26,-0.35,35.55555556,-0.330666667,2.15,-0.303333333,0.434333333,22.22222222,0,1
6.977777778,-1.4,47.78777778,-12.6,-1.4,-1.4,-2.895555556,2,-0.295997258,0.222222222,17.97777778,1,162.3555556,6.352222222,-0.354444444,39.55555556,-0.545666667,2.013333333,0.153333333,0.474888889,77.77777778,1,1
7.044444444,-1.411111111,47.77222222,-12.7,-1.487777778,-1.411111111,-2.921111111,2,1.250697601,0.222222222,12.6,1.333333333,81.33333333,6.79,-0.407777778,44.11111111,-0.279666667,2.055555556,0.34,0.473777778,55.55555556,1,1
6.333333333,-0.333333333,49.56111111,-3,-0.486666667,-0.333333333,-2.746666667,1,0.557427749,0.111111111,6.552222222,0.666666667,3.044444444,6.453333333,-0.136666667,29.44444444,-0.624777778,2.033333333,-0.594444444,0.476222222,33.33333333,1,1
6.522222222,-2.533333333,46.77222222,-22.8,-2.766666667,-2.533333333,-2.81,3,0.595149833,0.333333333,23.72,1.222222222,67.26666667,7.021111111,-0.506666667,48.33333333,-1.027777778,1.825555556,0.358888889,0.484222222,66.66666667,2,1
5.188888889,-0.744444444,48.67,-6.7,-0.812222222,-0.744444444,-2.792222222,1,-0.443931964,0.111111111,12.21777778,1,79.11111111,5.844444444,-0.277777778,37.77777778,0.361444444,2.126666667,0.112222222,0.434444444,44.44444444,0,1
5.988888889,-1.266666667,48.57333333,-11.4,-1.244444444,-1.266666667,-2.958888889,2,-1.404378564,0.222222222,23.35333333,1.222222222,61.3,5.892222222,-0.203333333,38.55555556,0.283777778,2.031111111,0.715555556,0.456555556,66.66666667,1,1
5.377777778,-1.666666667,47.87888889,-15,-1.724444444,-1.666666667,-2.911111111,1,-1.441005006,0.111111111,17.99555556,1.222222222,-7.866666667,5.631111111,-0.361111111,38.77777778,0.466444444,2.025555556,0.757777778,0.461444444,55.55555556,1,1
5.433333333,-2.088888889,47.70444444,-18.8,-2.315555556,-2.088888889,-3.032222222,3,-1.3684264,0.333333333,28.64888889,1,-20.44444444,6.156666667,-0.362222222,37.44444444,-0.004777778,1.956666667,0.707777778,0.450111111,55.55555556,1,1
5.922222222,-1.177777778,49.47555556,-10.6,-1.202222222,-1.177777778,-2.976666667,1,0.557427749,0.111111111,7.164444444,1.222222222,-0.544444444,6.33,-0.123333333,31.88888889,-0.044,2.13,0.382222222,0.475333333,55.55555556,1,1
7.066666667,-0.966666667,48.40777778,-8.7,-1.097777778,-0.966666667,-2.938888889,1,-1.331502938,0.111111111,17.24222222,0.777777778,90.73333333,5.897777778,-0.206666667,33.66666667,-0.141222222,2.122222222,0.327777778,0.485555556,44.44444444,1,1
6.155555556,0.544444444,51.30333333,4.9,0.443333333,0.544444444,-2.692222222,2,1.530418789,0.222222222,12.00111111,0.888888889,12.47777778,6.736666667,0.272222222,31.44444444,0.436888889,2.081111111,-0.332222222,0.428333333,33.33333333,1,1
5.4,-1.4,49.82333333,-12.6,-1.526666667,-1.4,-3.024444444,1,0.530418789,0.111111111,7.275555556,1.222222222,3.044444444,6.227777778,-0.022222222,34.33333333,0.922,2.04,0.754444444,0.48,44.44444444,1,1
6.344444444,-1.233333333,48.49777778,-11.1,-1.351111111,-1.233333333,-3.014444444,1,-0.442125767,0.111111111,12.46444444,1.222222222,13.58888889,5.983333333,-0.296666667,34.33333333,0.094,2.087777778,0.367777778,0.442222222,55.55555556,1,1
6.944444444,0.144444444,50.18888889,1.3,-0.073333333,0.144444444,-2.726666667,1,0.557427749,0.111111111,6.572222222,0.777777778,-19.38888889,6.481111111,0.046666667,27.88888889,-0.336777778,2.15,-0.616666667,0.432222222,44.44444444,1,1
6.277777778,1,51.53333333,9,0.646666667,1,-2.668888889,1,0.60777718,0.111111111,5.99,0.444444444,-0.544444444,6.431111111,0.296666667,19.55555556,-0.118555556,2.145555556,-0.578888889,0.409222222,0,1,1
5.477777778,0.211111111,51.66555556,1.9,0.122222222,0.211111111,-2.624444444,1,0.554922157,0.111111111,6.588888889,0.888888889,-17.24444444,6.4,0.31,26.77777778,0.583888889,2.158888889,-0.464444444,0.439333333,33.33333333,1,1
6.922222222,0.444444444,50.51333333,4,0.121111111,0.444444444,-2.806666667,2,1.205861685,0.222222222,11.67555556,0.888888889,8.888888889,6.86,0.126666667,32.11111111,-0.148,2.135555556,-0.095555556,0.414,11.11111111,1,1
6.566666667,0.533333333,51.24111111,4.8,0.455555556,0.533333333,-2.754444444,1,0.532924382,0.111111111,6.711111111,0.888888889,66.51111111,6.27,0.217777778,27.22222222,0.395,2.052222222,-0.513333333,0.431666667,22.22222222,1,1
6.988888889,1.1,51.17666667,9.9,0.644444444,1.1,-2.731111111,1,0.60777718,0.111111111,6.135555556,0.555555556,0.511111111,6.457777778,0.27,23.11111111,-0.201444444,2.175555556,-0.414444444,0.382111111,0,1,1
7.155555556,-1.444444444,47.89,-13,-1.64,-1.444444444,-3.101111111,1,-1.331502938,0.111111111,17.44444444,1,43.31111111,5.83,-0.297777778,35,0.103444444,2.144444444,0.925555556,0.480555556,44.44444444,1,1
8.088888889,0.177777778,50.00111111,1.6,-0.188888889,0.177777778,-2.698888889,2,1.253178076,0.222222222,11.94555556,1,51.68888889,7.051111111,0.088888889,32,-0.420888889,2.033333333,-0.213333333,0.430555556,22.22222222,2,1
6.388888889,0.166666667,50.15777778,1.5,0.088888889,0.166666667,-2.642222222,1,-0.714015875,0.111111111,12.06444444,0.888888889,42.25555556,6.073333333,0.084444444,31.44444444,0.219444444,2.12,-0.29,0.424888889,22.22222222,1,1
5.755555556,-1.6,48.16666667,-14.4,-1.566666667,-1.6,-2.774444444,2,-2.402583527,0.222222222,28.73333333,1.222222222,57.07777778,5.668888889,-0.158888889,41.88888889,0.639,2.041111111,0.774444444,0.444555556,55.55555556,1,1
6.1,-0.688888889,49.80666667,-6.2,-0.808888889,-0.688888889,-2.88,1,0.554922157,0.111111111,6.701111111,0.888888889,15.7,6.402222222,-0.08,31.44444444,0.051888889,2.086666667,0.022222222,0.480777778,33.33333333,1,1
4.955555556,-0.133333333,49.67888889,-1.2,-0.218888889,-0.133333333,-2.451111111,1,0.28238289,0.111111111,6.801111111,0.666666667,57.88888889,6.273333333,0.041111111,33.22222222,0.152666667,2.214444444,-0.814444444,0.388777778,44.44444444,0,1
6.8,-0.688888889,49.11222222,-6.2,-0.904444444,-0.688888889,-2.887777778,2,-0.404825049,0.222222222,17.43111111,0.777777778,20.85555556,6.386666667,-0.077777778,31.88888889,-0.320444444,2.081111111,0.176666667,0.445444444,44.44444444,1,1
5.611111111,-0.644444444,49.44333333,-5.8,-0.622222222,-0.644444444,-2.86,1,-0.770853689,0.111111111,12.47444444,1.111111111,48.7,5.776666667,-0.177777778,31.88888889,0.678666667,1.905555556,-0.05,0.444222222,55.55555556,1,1
6.488888889,-0.366666667,48.74666667,-3.3,-0.611111111,-0.366666667,-2.816666667,1,-1.441679282,0.111111111,17.23666667,0.777777778,61.3,5.746666667,-0.196666667,33.11111111,0.116777778,2.025555556,-0.153333333,0.442333333,44.44444444,1,1
4.444444444,-0.533333333,50.36333333,-4.8,-0.485555556,-0.533333333,-2.687777778,1,-0.820675672,0.111111111,12.16777778,0.888888889,-7.811111111,5.792222222,0.098888889,34.11111111,1.485222222,2.132222222,-0.401111111,0.433888889,55.55555556,0,1
5.188888889,0.477777778,49.84,4.3,0.41,0.477777778,-2.334444444,1,-0.444606241,0.111111111,11.81444444,0.555555556,13.58888889,5.935555556,0.056666667,33.77777778,0.496333333,2.154444444,-1.046666667,0.416666667,44.44444444,0,1
6.477777778,-0.477777778,49.83444444,-4.3,-0.522222222,-0.477777778,-2.742222222,2,-0.407330641,0.222222222,17.63444444,1,56.6,6.281111111,0.094444444,34,0.633888889,2.092222222,0.23,0.432333333,55.55555556,1,1
7.1,-0.1,49.28777778,-0.9,-0.504444444,-0.1,-2.821111111,1,-0.714015875,0.111111111,11.65666667,0.555555556,27.24444444,6.221111111,-0.028888889,28.55555556,-0.315666667,2.148888889,-0.047777778,0.422444444,22.22222222,1,1
6.122222222,1.255555556,51.46111111,11.3,1.242222222,1.255555556,-2.297777778,2,0.637886866,0.222222222,16.78111111,0.555555556,23.38888889,6.407777778,0.494444444,33.88888889,1.189111111,2.217777778,-1.062222222,0.413111111,33.33333333,0,1
6.122222222,1.255555556,51.46111111,11.3,1.242222222,1.255555556,-2.297777778,2,0.637886866,0.222222222,16.78111111,0.555555556,23.38888889,6.407777778,0.494444444,33.88888889,1.189111111,2.217777778,-1.062222222,0.413111111,33.33333333,0,1
7.122222222,-0.766666667,48.79444444,-6.9,-1.055555556,-0.766666667,-2.893333333,1,0.253203194,0.111111111,6.937777778,1,73.08888889,6.443333333,-0.156666667,34.66666667,-0.280333333,2.122222222,0.235555556,0.461555556,44.44444444,1,1
7.833333333,1.4,51.25333333,12.6,0.788888889,1.4,-2.805555556,1,0.60777718,0.111111111,5.792222222,0.444444444,8.888888889,6.531111111,0.282222222,20.55555556,-0.312777778,2.213333333,-0.424444444,0.387777778,0,1,1
7.5,0.8,50.84111111,7.2,0.237777778,0.8,-2.808888889,1,0.60777718,0.111111111,6.011111111,0.555555556,-7.811111111,6.516666667,0.25,21,-0.222888889,2.215555556,-0.406666667,0.370333333,11.11111111,1,1
6.866666667,-0.833333333,49.48333333,-7.5,-0.977777778,-0.833333333,-2.915555556,2,1.253178076,0.222222222,12.70666667,1.555555556,114.2222222,6.855555556,-0.143333333,37.77777778,-0.179444444,1.986666667,0.645555556,0.464666667,44.44444444,2,1
6.233333333,-1.811111111,47.96666667,-16.3,-1.824444444,-1.811111111,-2.915555556,2,-1.294876497,0.222222222,23.37666667,1.222222222,73.08888889,5.97,-0.254444444,39.66666667,0.362444444,2.062222222,0.813333333,0.466555556,55.55555556,1,1
6.944444444,-0.255555556,49.24333333,-2.3,-0.642222222,-0.255555556,-2.79,1,0.208367278,0.111111111,6.72,0.777777778,43.31111111,6.514444444,-0.086666667,33.77777778,-0.609111111,2.085555556,-0.233333333,0.437888889,33.33333333,1,1
5.7,0.988888889,51.38555556,8.9,0.957777778,0.988888889,-2.594444444,1,-0.405920691,0.111111111,6.578888889,0.555555556,57.71111111,5.995555556,0.292222222,24.55555556,0.175333333,2.171111111,-0.782222222,0.406555556,44.44444444,0,1
3.555555556,0.144444444,51.77222222,1.3,0.146666667,0.144444444,-2.297777778,2,1.522927129,0.222222222,11.84777778,0.777777778,71.42333333,6.524444444,0.434444444,34.11111111,2.095666667,2.09,-0.831111111,0.390333333,55.55555556,0,1
6.355555556,-1.077777778,51.10888889,-9.7,-1.248888889,-1.077777778,-2.838888889,3,2.532874145,0.333333333,17.93111111,1.555555556,97.23333333,7.424444444,0.235555556,32.33333333,0.281777778,1.868888889,0.432222222,0.466444444,22.22222222,3,1
5.311111111,-0.322222222,50.71,-2.9,-0.418888889,-0.322222222,-2.488888889,2,1.554922157,0.222222222,11.98222222,1,-3.533333333,6.818888889,0.2,29.88888889,0.378555556,2.121111111,-0.746666667,0.403222222,33.33333333,1,1
6.555555556,-0.766666667,49.47111111,-6.9,-0.933333333,-0.766666667,-2.628888889,2,1.557402631,0.222222222,12.71,1.444444444,30.28888889,6.915555556,-0.047777778,39.66666667,-0.121111111,1.952222222,0.121111111,0.448,33.33333333,2,1
5.244444444,-0.355555556,50.04444444,-3.2,-0.392222222,-0.355555556,-2.644444444,2,0.316503739,0.222222222,12.17777778,0.777777778,49.33333333,6.441111111,0.141111111,34.22222222,0.746555556,2.208888889,-0.013333333,0.422111111,55.55555556,0,1
6.077777778,-0.1,50.13444444,-0.9,-0.123333333,-0.1,-2.565555556,3,0.592669359,0.333333333,22.82333333,1,8.888888889,6.707777778,0.152222222,36.33333333,0.349777778,2.045555556,-0.144444444,0.419222222,44.44444444,1,1
6.388888889,-1.011111111,50.19666667,-9.1,-1.022222222,-1.011111111,-2.804444444,2,0.534020024,0.222222222,17.88333333,1.333333333,92.82222222,6.554444444,0.114444444,33.44444444,0.593,1.966666667,0.208888889,0.458777778,44.44444444,2,1
6.233333333,0.866666667,51.96888889,7.8,0.617777778,0.866666667,-2.703333333,1,0.583273812,0.111111111,6.34,0.666666667,-0.544444444,6.337777778,0.384444444,22.88888889,0.412222222,2.081111111,-0.61,0.419111111,0,1,1
4.977777778,0.177777778,51.31,1.6,0.041111111,0.177777778,-2.703333333,2,0.567070349,0.222222222,11.60222222,0.333333333,-29.87777778,6.514444444,0.25,25,0.255222222,2.153333333,-0.693333333,0.466666667,33.33333333,0,1
4.855555556,0.011111111,50.05,0.1,-0.07,0.011111111,-2.518888889,1,-0.48141388,0.111111111,11.82,0.666666667,4.788888889,5.883333333,0.131111111,33.55555556,1.151444444,2.187777778,-0.331111111,0.421555556,44.44444444,0,1
5.6,0.655555556,50.98555556,5.9,0.621111111,0.655555556,-2.704444444,1,0.530443907,0.111111111,6.598888889,0.666666667,17.65555556,6.142222222,0.196666667,29.44444444,0.551333333,2.174444444,-0.512222222,0.421,44.44444444,0,1
6.188888889,-1,48.92666667,-9,-1.023333333,-1,-2.971111111,2,1.554922157,0.222222222,12.61333333,1.444444444,69.67777778,6.702222222,-0.273333333,41.44444444,-0.098444444,2.066666667,0.607777778,0.469666667,55.55555556,1,1
6.822222222,0.755555556,52.83333333,6.8,0.477777778,0.755555556,-2.517777778,3,2.532874145,0.333333333,17.55555556,1.333333333,30.28888889,7.467777778,0.641111111,31.22222222,0.446,1.876666667,-0.155555556,0.421333333,0,3,1
5.9,1.911111111,53.35,17.2,1.74,1.911111111,-2.257777778,1,0.260359997,0.111111111,6.158888889,0.444444444,51.68888889,6.386666667,0.735555556,19.77777778,0.807111111,2.136666667,-1.392222222,0.403111111,0,1,1
6.9,0.877777778,51.05666667,7.9,0.766666667,0.877777778,-2.524444444,1,0.60777718,0.111111111,6.581111111,0.888888889,30.28888889,6.378888889,0.258888889,28.55555556,0.187666667,2.138888889,-0.674444444,0.420111111,22.22222222,1,1
5.788888889,0.744444444,50.97111111,6.7,0.533333333,0.744444444,-2.675555556,0,-0.442547132,0,0.635555556,0.222222222,20.85555556,5.917777778,0.183333333,20.44444444,-0.176666667,2.221111111,-0.877777778,0.453,22.22222222,0,1
5.911111111,-0.266666667,49.71777778,-2.4,-0.326666667,-0.266666667,-2.9,0,-1.441426371,0,6.175555556,0.444444444,14.22222222,5.541111111,-0.061111111,23,0.148666667,2.231111111,-0.157777778,0.485888889,33.33333333,0,1
7.033333333,1.488888889,51.78333333,13.4,1.311111111,1.488888889,-2.128888889,1,0.554922157,0.111111111,6.204444444,0.555555556,51.68888889,6.513333333,0.55,27.55555556,0.735777778,2.167777778,-1.405555556,0.404444444,22.22222222,1,1
3.922222222,1.411111111,53.81555556,12.7,1.411111111,1.411111111,-2.285555556,1,-0.435435244,0.111111111,6.497777778,0.444444444,45.11111111,5.948888889,0.823333333,23.33333333,1.890333333,2.147777778,-1.085555556,0.394666667,33.33333333,0,1
5.855555556,-0.233333333,50.88666667,-2.1,-0.373333333,-0.233333333,-2.565555556,2,1.253178076,0.222222222,12.72777778,1.444444444,87.91111111,6.917777778,0.193333333,37.77777778,0.242888889,2.03,0.154444444,0.459444444,33.33333333,2,1
5.688888889,-1.733333333,48.16777778,-15.6,-1.817777778,-1.733333333,-2.723333333,2,0.594054191,0.222222222,12.82555556,1,70.73333333,6.682222222,-0.324444444,38.77777778,-0.741555556,1.973333333,-0.43,0.453222222,66.66666667,1,1
5.688888889,1.055555556,50.98666667,9.5,1.005555556,1.055555556,-2.321111111,1,0.554947275,0.111111111,6.23,0.444444444,-0.544444444,6.272222222,0.285555556,27.44444444,0.444111111,2.262222222,-1.197777778,0.398111111,11.11111111,0,1
5.233333333,1.4,52.50888889,12.6,1.217777778,1.4,-2.51,1,-0.77948453,0.111111111,6.15,0.222222222,8.888888889,5.965555556,0.518888889,16.77777778,0.644444444,2.122222222,-1.234444444,0.381777778,11.11111111,0,1
5.222222222,-1.488888889,48.33555556,-13.4,-1.624444444,-1.488888889,-2.575555556,1,-0.714690151,0.111111111,12.84222222,1.111111111,76.33333333,6.115555556,-0.162222222,41.33333333,0.148666667,2.058888889,-0.15,0.445444444,66.66666667,1,1
4.111111111,0.444444444,51.55,4,0.506666667,0.444444444,-2.397777778,1,-0.440222738,0.111111111,6.955555556,0.666666667,-20.44444444,5.956666667,0.336666667,25.44444444,0.480555556,2.158888889,-1.026666667,0.383666667,44.44444444,0,1
6.677777778,0.455555556,51.29777778,4.1,0.411111111,0.455555556,-2.743333333,1,0.580768219,0.111111111,6.706666667,0.888888889,115.3333333,6.272222222,0.288888889,28.22222222,0.882333333,2.075555556,-0.3,0.436,44.44444444,1,1
6.688888889,0.833333333,50.90444444,7.5,0.788888889,0.833333333,-2.53,1,-0.44145149,0.111111111,11.77555556,0.777777778,121.9111111,6.086666667,0.202222222,28.22222222,0.294,2.111111111,-0.695555556,0.436,33.33333333,1,1
5.055555556,0.233333333,50.89111111,2.1,0.168888889,0.233333333,-2.506666667,1,-1.756365994,0.111111111,12.07666667,0.666666667,65.4,5.748888889,0.301111111,30.66666667,1.033888889,2.206666667,-0.371111111,0.416333333,44.44444444,0,1
5.588888889,-0.266666667,49.29555556,-2.4,-0.25,-0.266666667,-2.695555556,1,-1.791871674,0.111111111,17.14555556,0.666666667,11.42222222,5.681111111,-0.022222222,35.22222222,0.497,2.224444444,-0.094444444,0.439888889,33.33333333,0,1
5.533333333,-0.255555556,49.23333333,-2.3,-0.253333333,-0.255555556,-2.603333333,1,-1.709698762,0.111111111,12.26222222,0.666666667,67.53333333,5.683333333,-0.11,32,0.269333333,2.106666667,-0.672222222,0.443444444,66.66666667,0,1
5.366666667,-1.555555556,49.06222222,-14,-1.506666667,-1.555555556,-2.721111111,3,-0.368198607,0.333333333,23.58333333,1.111111111,62.41111111,6.525555556,-0.088888889,36.55555556,-0.017444444,2.017777778,0.046666667,0.440222222,77.77777778,1,1
4.722222222,0.744444444,52.18666667,6.7,0.677777778,0.744444444,-2.387777778,2,0.569550823,0.222222222,12.14333333,0.666666667,27.08888889,6.48,0.398888889,25.55555556,0.449777778,1.91,-1.15,0.41,33.33333333,1,1
6.088888889,0.288888889,50.70666667,2.6,0.178888889,0.288888889,-2.565555556,2,0.521740871,0.222222222,16.90444444,0.777777778,-18.35555556,6.566666667,0.193333333,31.11111111,0.334666667,2.122222222,-0.37,0.456333333,22.22222222,1,1
4.722222222,-0.633333333,52.83333333,-5.7,-0.686666667,-0.633333333,-2.37,3,2.532874145,0.333333333,18.22666667,1.666666667,112.5555556,7.437777778,0.663333333,31.88888889,0.856777778,1.89,-0.456666667,0.399888889,33.33333333,3,1
5.555555556,0.055555556,50.95555556,0.5,-0.095555556,0.055555556,-2.255555556,2,1.557402631,0.222222222,12.24666667,1,64.71111111,6.99,0.232222222,32.33333333,-0.149888889,1.895555556,-1.14,0.417777778,33.33333333,2,1
